index,name,type,pokemon_species,pokemon_abilities,pokemon_weight,pokemon_height,pokemon_male,pokemon_female,pokemon_egg,kanto_number,joto_number,joto_h_number,hoenn_number,hoenn_oa_number,sinnoh_number,sinnoh_p_number,unova_number,unova_bw2_number,kalos_ce_number,kalos_co_number,kalos_m_number,alola_sm_number,alola_u_number,galar_number,galar_ia_number,galar_ct_number,paldea_number
211,Qwilfish,"Water,Poison",Balloon Pokémon,"Poison Point,Swift Swim",3.9 kg,0.5 m,50,50,"Water 2,Water 2",N/A,161,163,,,N/A,,N/A,,,38,,,,,,,N/A
212,Scizor,"Bug,Steel",Pincer Pokémon,"Swarm,Technician",118.0 kg,1.8 m,50,50,"Bug,Bug",N/A,111,112,,,,196,N/A,,,,137,276,366,,119,,N/A
213,Shuckle,"Bug,Rock",Mold Pokémon,"Sturdy,Gluttony",20.5 kg,0.6 m,50,50,Bug,N/A,166,168,,,N/A,,,232,,14,,,,,,,N/A
214,Heracross,"Bug,Fighting",Single Horn Pokémon,"Guts,Swarm",54.0 kg,1.5 m,50,50,"Bug,Bug",N/A,113,114,168,175,62,,,145,,131,,,,,121,,N/A
215,Sneasel,"Dark,Ice",Sharp Claw Pokémon,"Inner Focus,Keen Eye",28.0 kg,0.9 m,50,50,"Field,Field",N/A,213,218,,,144,,,252,,,91,249,326,292,,28,N/A
216,Teddiursa,"Normal,Dark",Little Bear Pokémon,"Pickup,Quick Feet",8.8 kg,0.6 m,50,50,Field,N/A,193,198,,,N/A,,N/A,,,,132,,,,,,N/A
217,Ursaring,"Normal,Fighting",Hibernator Pokémon,"Guts,Quick Feet",125.8 kg,1.8 m,50,50,Field,N/A,194,199,,,N/A,,N/A,,,,133,,,,,,N/A
218,Slugma,"Fire,Normal",Lava Pokémon,"Magma Armor,Flame Body",35.0 kg,0.7 m,50,50,Amorphous,N/A,211,216,103,108,N/A,,N/A,,,,12,,,,,,N/A
219,Magcargo,"Fire,Rock",Lava Pokémon,"Magma Armor,Flame Body",55.0 kg,0.8 m,50,50,Amorphous,N/A,212,217,104,109,N/A,,N/A,,,,13,,,,,,N/A
220,Swinub,"Ice,Ground",Pig Pokémon,"Oblivious,Snow Cloak",6.5 kg,0.4 m,50,50,Field,N/A,191,195,,,,203,,258,,,76,,,75,,7,N/A
221,Piloswine,"Ice,Ground",Swine Pokémon,"Oblivious,Snow Cloak",55.8 kg,1.1 m,50,50,Field,N/A,192,196,,,,204,,259,,,77,,,76,,8,N/A
222,Corsola,"Water,Rock",Coral Pokémon,"Hustle,Natural Cure",5.0 kg,0.6 m,25,75% ♀,"Water 1,Water 3",N/A,171,173,180,189,N/A,,,237,,146,,112,135,,,,N/A
223,Remoraid,"Water,Water",Jet Pokémon,"Hustle,Sniper",12.0 kg,0.6 m,50,50,"Water 1,Water 2",N/A,172,174,,,132,,,235,,144,,,,148,44,,N/A
224,Octillery,"Water,Water",Jet Pokémon,"Suction Cups,Sniper",28.5 kg,0.9 m,50,50,"Water 1,Water 2",N/A,173,175,,,133,,,236,,145,,,,149,45,,N/A
225,Delibird,"Ice,Flying",Delivery Pokémon,"Vital Spirit,Hustle",16.5 kg,0.9 m,50,50,"Water 1,Field",N/A,190,194,,,N/A,,,254,,,90,81,95,,,,N/A
226,Mantine,"Water,Flying",Kite Pokémon,"Swift Swim,Water Absorb",220.0 kg,2.1 m,50,50,Water 1,N/A,197,202,,,141,,,234,,140,,,,355,47,,N/A
227,Skarmory,"Steel,Flying",Armor Bird Pokémon,"Keen Eye,Sturdy",50.5 kg,1.7 m,50,50,Flying,N/A,198,203,115,120,N/A,,,203,,,112,208,270,,153,,N/A
228,Houndour,"Dark,Fire",Dark Pokémon,"Early Bird,Flash Fire",10.8 kg,0.6 m,50,50,Field,N/A,209,214,,,,176,N/A,,,75,,,,,,,N/A
229,Houndoom,"Dark,Fire",Dark Pokémon,"Flash Fire,Early Bird",35.0 kg,1.4 m,50,50,"Field,Field",N/A,210,215,,,,177,N/A,,,76,,,,,,,N/A
230,Kingdra,"Water,Dragon",Dragon Pokémon,"Swift Swim,Sniper",152.0 kg,1.8 m,50,50,"Water 1,Dragon",N/A,188,192,186,195,N/A,,N/A,,,41,,,,,200,,N/A
231,Phanpy,"Ground,Normal",Long Nose Pokémon,Pickup,33.5 kg,0.5 m,50,50,Field,N/A,195,200,165,172,N/A,,N/A,,,,,,,,,,N/A
232,Donphan,"Ground,Normal",Armor Pokémon,Sturdy,120.0 kg,1.1 m,50,50,Field,N/A,196,201,166,173,N/A,,N/A,,,,,,,,,,N/A
233,Porygon2,"Normal,Electric",Virtual Pokémon,"Trace,Download",32.5 kg,0.6 m,N/A,N/A,Mineral,N/A,216,221,,,,193,N/A,,,,,218,282,,209,,N/A
234,Stantler,"Normal,Normal",Big Horn Pokémon,"Intimidate,Frisk",71.2 kg,1.4 m,50,50,Field,N/A,129,131,,,N/A,,N/A,,,,,,,,,,N/A
235,Smeargle,"Normal,Normal",Painter Pokémon,"Own Tempo,Technician",58.1 kg,0.9 m,50,50,Field,N/A,157,159,,,N/A,,N/A,,124,,,58,70,,,,N/A
236,Tyrogue,"Fighting,Normal",Scuffle Pokémon,"Guts,Steadfast",46.3 kg,0.7 m,100,0,N/A,N/A,143,145,,,N/A,,N/A,,,,,,,,,,N/A
237,Hitmontop,"Fighting,Fighting",Handstand Pokémon,"Intimidate,Technician",48.0 kg,1.4 m,100,0,Human-Like,N/A,146,148,,,N/A,,N/A,,,,,,,,,,N/A
238,Smoochum,"Ice,Psychic",Kiss Pokémon,"Oblivious,Forewarn",6.0 kg,0.4 m,0,100,N/A,N/A,152,154,,,N/A,,N/A,,,,83,,,,,13,N/A
239,Elekid,"Electric,Normal",Electric Pokémon,Static,23.5 kg,0.6 m,75,25,N/A,N/A,154,156,,,,197,,56,,,,226,295,,,15,N/A
240,Magby,"Fire,Poison",Live Coal Pokémon,Flame Body,21.4 kg,0.7 m,75,25,N/A,N/A,150,152,,,,200,,53,,,,166,200,,,18,N/A
241,Miltank,"Normal,Normal",Milk Cow Pokémon,"Thick Fat,Scrappy",75.5 kg,1.2 m,0,100,Field,N/A,149,151,,,N/A,,N/A,,,126,,138,171,,117,,N/A
242,Blissey,"Normal,Normal",Happiness Pokémon,"Natural Cure,Serene Grace",46.8 kg,1.5 m,0,100,Fairy,N/A,218,223,,,98,,N/A,,,,,34,41,,8,,N/A
243,Raikou,"Electric,Psychic",Thunder Pokémon,Pressure,178.0 kg,1.9 m,N/A,N/A,N/A,N/A,238,243,,,N/A,,N/A,,,,,,,,,,N/A
244,Entei,"Fire,Fire",Volcano Pokémon,Pressure,198.0 kg,2.1 m,N/A,N/A,N/A,N/A,239,244,,,N/A,,N/A,,,,,,,,,,N/A
245,Suicune,"Water,Ice",Aurora Pokémon,Pressure,187.0 kg,2.0 m,N/A,N/A,N/A,N/A,240,245,,,N/A,,N/A,,,,,,,,,,N/A
246,Larvitar,"Rock,Ground",Rock Skin Pokémon,Guts,72.0 kg,0.6 m,50,50,Monster,N/A,244,249,,,N/A,,,292,,,102,,,,,,N/A
247,Pupitar,"Rock,Ground",Hard Shell Pokémon,Shed Skin,152.0 kg,1.2 m,50,50,Monster,N/A,245,250,,,N/A,,,293,,,103,,,,,,N/A
248,Tyranitar,"Rock,Dark",Armor Pokémon,Sand Stream,202.0 kg,2.0 m,50,50,"Monster,Monster",N/A,246,251,,,N/A,,,294,,,104,,,,,,N/A
249,Lugia,"Psychic,Flying",Diving Pokémon,Pressure,216.0 kg,5.2 m,N/A,N/A,N/A,N/A,247,252,,,N/A,,N/A,,,,,,,,,,N/A
250,Ho-Oh,"Fire,Flying",Rainbow Pokémon,Pressure,199.0 kg,3.8 m,N/A,N/A,N/A,N/A,248,253,,,N/A,,N/A,,,,,,,,,,N/A
251,Celebi,"Psychic,Grass",Time Travel Pokémon,Natural Cure,5.0 kg,0.6 m,N/A,N/A,N/A,N/A,251,256,,,N/A,,N/A,,,,,,,,,,N/A
